mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA312702,Statistical Area Level 3 (SA3),Fairfield,2022,Females,632,"97,703",646.9,442.0,0.96,160,25.3,140.9,"2,635",29.2,57,35.6,51.2,85.0
LGA13800,Local Government Area (LGA),Hawkesbury,2021,Males,219,"33,835",648.1,591.3,0.99,90,41.0,232.4,"1,391",43.8,44,49.1,120.4,78.5
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2021,Females,293,"38,568",759.7,469.5,1.1,74,25.3,161.4,"1,272",36.3,29,39.2,66.6,84.7
SA350903,Statistical Area Level 3 (SA3),Wheat Belt - South,2023,Males,104,"10,279",1011.8,679.3,1.12,37,35.6,291.2,633,68.1,21,56.8,176.2,77.8
SA340103,Statistical Area Level 3 (SA3),Burnside,2023,Males,191,"22,748",839.6,484.3,0.8,47,24.6,169.8,577,28.5,24,51.1,78.2,83.2
LGA11730,Local Government Area (LGA),Clarence Valley,2019,Males,289,"26,202",1102.6,682.5,1.1,131,45.3,375.0,"1,997",85.1,75,57.6,235.9,76.7
LGA47910,Local Government Area (LGA),Tumby Bay,2019,Males,13,"1,428",896.5,,,6,45.2,,95,73.3,3,,,81.5
SA4901,Statistical Area Level 4 (SA4),Other Territories,2022,Persons,24,"4,920",487.8,436.7,0.8,14,58.3,,382,83.5,9,64.3,,70.0
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2020,Males,220,"27,366",803.9,583.2,1.0,76,34.5,207.7,961,38.2,37,48.7,113.1,80.3
LGA17900,Local Government Area (LGA),Walgett,2019,Males,33,"3,021",1100.6,858.3,1.39,8,22.9,,148,53.3,5,,,80.2
LGA27630,Local Government Area (LGA),Yarriambiack,2022,Males,57,"3,282",1748.9,891.2,1.38,16,28.2,,252,87.8,5,31.5,,80.9
LGA23810,Local Government Area (LGA),Latrobe (Vic.),2023,Persons,861,"78,154",1101.7,710.0,1.38,312,36.3,314.6,"4,437",62.7,160,51.3,172.0,80.0
SA331607,Statistical Area Level 3 (SA3),Nambour,2020,Persons,313,"49,216",636.0,442.6,0.9,105,33.5,168.9,"1,428",31.6,53,50.5,91.3,81.4
SA4108,Statistical Area Level 4 (SA4),Mid North Coast,2022,Males,"1,608","113,849",1412.4,708.8,1.1,527,32.8,303.0,"6,283",63.5,263,49.9,164.8,80.9
LGA44830,Local Government Area (LGA),Mount Remarkable,2022,Males,23,"1,474",1561.5,922.5,1.43,11,48.8,,188,145.1,5,47.6,,75.3
SA320801,Statistical Area Level 3 (SA3),Bayside,2021,Males,360,"49,066",733.7,468.8,0.79,88,24.4,145.1,"1,320",29.5,48,54.5,84.0,84.1
LGA13010,Local Government Area (LGA),Glen Innes Severn,2021,Males,56,"4,457",1256.5,712.2,1.19,17,30.4,,284,72.2,7,41.2,,82.0
REM4,Remoteness area,Remote Australia,2023,Males,"1,164","157,512",739.0,695.0,1.15,609,52.3,343.2,"10,850",73.1,343,56.3,200.3,74.2
LGA55670,Local Government Area (LGA),Morawa,2019,Females,2,306,507.3,,,0,,,4,13.4,0,,,
LGA20740,Local Government Area (LGA),Bass Coast,2020,Females,194,"19,902",973.9,465.2,1.13,51,26.5,157.7,677,38.5,20,39.3,73.4,85.1
LGA17310,Local Government Area (LGA),Tamworth Regional,2021,Persons,497,"63,668",780.3,532.1,1.05,177,35.5,242.9,"2,877",49.6,87,49.5,125.2,81.8
SA331103,Statistical Area Level 3 (SA3),Browns Plains,2022,Persons,613,"100,194",611.8,777.8,1.42,275,44.9,296.1,"4,640",48.3,129,46.9,139.7,77.5
SA331903,Statistical Area Level 3 (SA3),Gympie - Cooloola,2023,Males,312,"27,808",1122.0,698.8,1.16,114,36.5,290.8,"1,782",71.8,55,48.2,148.4,78.8
SA311702,Statistical Area Level 3 (SA3),Marrickville - Sydenham - Petersham,2023,Males,175,"28,222",620.1,645.1,1.07,71,40.6,273.7,"1,065",39.8,37,52.1,138.0,77.9
LGA12950,Local Government Area (LGA),Gilgandra,2019,Persons,49,"4,334",1127.1,637.2,1.22,12,24.0,,189,48.7,5,41.7,,81.5
PHN107,Primary Health Network (PHN),Western NSW,2022,Females,"1,499","155,664",963.2,557.3,1.21,412,27.5,215.5,"5,999",42.8,216,52.4,114.6,84.3
LGA54970,Local Government Area (LGA),Laverton,2022,Males,4,880,472.0,,,4,,,80,92.2,2,,,
LGA40700,Local Government Area (LGA),Burnside,2020,Females,177,"24,407",725.2,342.5,0.84,39,22.0,118.7,495,23.0,20,51.3,64.5,85.2
LGA16490,Local Government Area (LGA),Queanbeyan-Palerang Regional,2020,Females,112,"30,669",363.9,362.7,0.88,40,36.0,125.9,636,21.9,27,66.2,84.3,81.2
SA331106,Statistical Area Level 3 (SA3),Springwood - Kingston,2019,Females,184,"40,534",453.9,456.8,1.04,66,35.9,155.9,"1,238",32.2,32,48.5,76.6,81.6
LGA15350,Local Government Area (LGA),Mosman,2020,Females,78,"15,766",494.7,255.7,0.62,15,19.2,,182,12.9,5,33.3,,86.3
LGA16260,Local Government Area (LGA),Parramatta,2019,Females,512,"127,818",400.5,351.5,0.8,134,26.2,112.4,"2,810",23.4,60,44.9,50.7,85.2
SA321602,Statistical Area Level 3 (SA3),Moira,2020,Males,163,"15,197",1072.6,562.8,0.97,53,32.5,215.6,576,42.7,24,45.3,106.5,80.1
SA330501,Statistical Area Level 3 (SA3),Brisbane Inner,2020,Females,119,"43,613",272.9,320.7,0.78,37,31.1,108.7,710,17.0,18,48.6,,85.1
LGA53710,Local Government Area (LGA),Goomalling,2019,Males,7,527,1309.4,,,3,,,44,91.5,2,,,
LGA53800,Local Government Area (LGA),Greater Geraldton,2021,Females,135,"20,724",652.8,457.8,1.07,42,31.3,168.6,627,32.8,14,32.2,,81.8
LGA24330,Local Government Area (LGA),Maribyrnong,2021,Females,185,"42,877",431.5,386.6,0.9,51,27.6,135.6,702,17.3,21,41.2,54.0,85.5
LGA12730,Local Government Area (LGA),Edward River,2020,Males,53,"4,213",1254.2,710.1,1.22,17,32.8,,248,65.6,10,58.2,,82.6
LGA23670,Local Government Area (LGA),Knox,2021,Persons,"1,062","160,479",661.7,480.9,0.95,338,31.8,179.4,"5,133",34.6,159,47.0,87.8,82.6
SA321303,Statistical Area Level 3 (SA3),Maribyrnong,2022,Females,246,"43,388",567.0,518.3,1.12,63,25.6,160.3,"1,231",30.0,27,42.9,67.7,86.1
SA4213,Statistical Area Level 4 (SA4),Melbourne - West,2020,Males,"1,992","432,373",460.7,624.4,1.07,907,45.5,235.0,"16,671",40.0,464,51.2,119.0,77.0
SA320607,Statistical Area Level 3 (SA3),Yarra,2020,Persons,400,"97,615",409.8,462.7,0.94,177,44.3,199.9,"3,372",36.2,98,55.4,108.0,77.4
SA350502,Statistical Area Level 3 (SA3),Stirling,2022,Persons,"1,477","217,436",679.3,452.7,0.83,392,26.5,171.0,"6,761",34.0,193,49.2,86.1,84.3
SA321104,Statistical Area Level 3 (SA3),Whitehorse - East,2019,Males,212,"31,635",670.1,498.4,0.81,67,31.6,199.7,"1,106",38.0,34,50.7,104.3,81.3
SA320505,Statistical Area Level 3 (SA3),Wellington,2023,Persons,456,"45,998",991.3,612.4,1.19,146,32.0,220.6,"1,827",44.0,87,59.6,143.5,81.7
SA4213,Statistical Area Level 4 (SA4),Melbourne - West,2020,Persons,"3,846","860,519",446.9,534.8,1.09,"1,495",38.9,190.3,"27,387",33.2,729,48.8,92.0,80.0
SA311602,Statistical Area Level 3 (SA3),Blacktown - North,2020,Females,127,"65,683",193.4,363.8,0.89,57,44.9,114.6,"1,011",15.8,30,52.6,60.1,77.1
LGA58510,Local Government Area (LGA),Victoria Park,2020,Persons,218,"38,202",570.5,557.7,1.14,89,40.9,237.9,"1,621",44.6,53,59.1,137.5,79.6
LGA11500,Local Government Area (LGA),Campbelltown (NSW),2020,Females,420,"88,916",472.8,479.4,1.17,161,38.2,170.2,"2,352",27.9,72,44.8,78.0,79.5
LGA15560,Local Government Area (LGA),Murrumbidgee,2020,Persons,23,"3,391",685.2,490.8,1.0,10,43.7,,173,55.6,6,59.1,,76.8
SA340303,Statistical Area Level 3 (SA3),Mitcham,2023,Females,292,"35,188",829.8,376.1,0.87,40,13.7,91.6,547,17.5,15,37.5,,89.6
SA4403,Statistical Area Level 4 (SA4),Adelaide - South,2023,Males,"1,622","187,840",863.5,603.3,1.0,535,33.0,236.7,"7,406",43.2,229,42.8,104.3,81.0
LGA71000,Local Government Area (LGA),Darwin,2020,Persons,331,"85,018",389.4,528.0,1.08,177,53.5,215.2,"3,283",40.0,102,57.6,124.2,73.7
SA360402,Statistical Area Level 3 (SA3),Devonport,2021,Persons,457,"49,544",922.4,567.9,1.12,158,34.6,239.1,"2,319",52.0,87,55.1,136.1,81.3
LGA50490,Local Government Area (LGA),Belmont,2021,Females,125,"21,452",582.7,390.3,0.91,28,22.4,119.8,397,20.0,16,57.1,,85.7
SA350103,Statistical Area Level 3 (SA3),Manjimup,2023,Males,127,"12,581",1009.5,663.9,1.1,48,37.8,302.8,760,67.5,31,64.6,222.6,79.1
SA331701,Statistical Area Level 3 (SA3),Toowoomba,2019,Persons,"1,122","160,330",699.8,517.9,0.99,374,33.3,215.8,"6,335",42.8,194,51.9,116.1,82.1
SA340703,Statistical Area Level 3 (SA3),Murray and Mallee,2021,Males,412,"37,806",1089.8,686.5,1.15,161,39.1,303.8,"2,190",64.1,77,47.8,159.1,79.4
PHN110,Primary Health Network (PHN),Murrumbidgee,2020,Persons,"2,159","247,902",871.0,563.4,1.15,754,34.9,252.0,"11,837",52.6,411,54.5,142.4,81.1
SA330504,Statistical Area Level 3 (SA3),Brisbane Inner - West,2022,Persons,172,"62,102",277.0,323.4,0.59,65,37.8,118.5,"1,067",18.0,30,46.2,53.7,81.7
LGA22410,Local Government Area (LGA),Glenelg,2020,Females,92,"10,014",919.4,503.8,1.23,23,25.0,185.2,446,50.1,11,47.7,,82.5
SA311002,Statistical Area Level 3 (SA3),Inverell - Tenterfield,2019,Persons,468,"39,069",1197.9,689.4,1.32,153,32.7,288.4,"2,263",64.9,78,51.0,150.8,80.8
LGA33960,Local Government Area (LGA),Ipswich,2022,Females,655,"121,877",537.3,559.0,1.21,255,38.9,224.0,"3,845",33.3,121,47.5,107.0,79.8
LGA51680,Local Government Area (LGA),Chittering,2020,Persons,22,"5,952",369.6,320.7,0.65,13,59.1,,197,35.2,8,61.5,,69.0
LGA70200,Local Government Area (LGA),Alice Springs,2022,Females,76,"15,000",506.7,659.6,1.43,38,50.0,267.4,782,54.0,18,47.4,,75.0
LGA36370,Local Government Area (LGA),Rockhampton,2019,Females,318,"41,260",770.7,546.7,1.25,99,31.1,232.6,"1,750",46.0,49,49.5,118.6,84.4
LGA10550,Local Government Area (LGA),Bega Valley,2023,Females,184,"18,207",1008.7,486.4,1.13,47,25.8,171.3,693,43.6,22,46.1,77.5,85.0
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2023,Males,121,"27,615",438.2,350.9,0.58,35,28.9,115.1,444,17.3,15,42.9,,82.6
LGA51820,Local Government Area (LGA),Cockburn,2020,Males,289,"58,981",490.0,537.5,0.92,124,42.7,210.6,"2,526",45.0,62,50.4,107.4,77.2
SA8888,Statistical Area Level 4 (SA4),Unknown/missing,2019,Females,214,,,,,,,,,,,,,
LGA12850,Local Government Area (LGA),Fairfield,2023,Females,608,"105,700",574.9,383.0,0.89,147,24.2,114.9,"2,171",22.3,71,48.3,56.7,85.7
SA321402,Statistical Area Level 3 (SA3),Mornington Peninsula,2022,Males,883,"82,402",1071.6,560.6,0.87,225,25.5,212.9,"3,544",49.2,115,51.1,122.2,83.4
LGA65010,Local Government Area (LGA),Southern Midlands,2020,Persons,44,"6,635",661.7,538.7,1.1,26,59.1,280.6,358,57.7,11,42.3,,71.7
LGA35010,Local Government Area (LGA),Moreton Bay,2023,Females,"1,660","259,257",640.3,455.7,1.06,481,29.0,158.5,"7,743",32.6,226,47.0,77.6,83.0
LGA33200,Local Government Area (LGA),Flinders (Qld),2022,Females,4,743,585.2,,,1,,,16,22.9,0,,,
STE09,State and territory,Other Territories,2020,Persons,17,"4,803",353.9,,,6,35.3,,91,20.3,1,,,79.5
LGA24780,Local Government Area (LGA),Mildura,2020,Persons,479,"57,335",835.4,561.3,1.14,170,35.5,245.3,"2,466",46.9,85,50.0,133.2,82.2
LGA71150,Local Government Area (LGA),Darwin Waterfront Precinct,2019,Males,0,164,,,,,,,,,,,,
STE06,State and territory,Tasmania,2023,Persons,"5,073","573,156",885.1,563.2,1.1,"1,581",31.2,217.0,"22,256",42.9,775,49.0,109.9,81.5
SA321204,Statistical Area Level 3 (SA3),Dandenong,2020,Females,584,"99,169",588.9,393.2,0.96,139,23.8,129.8,"2,148",23.6,60,43.2,57.6,85.3
SA330904,Statistical Area Level 3 (SA3),Gold Coast Hinterland,2022,Males,65,"10,280",632.3,465.7,0.72,28,43.1,200.0,467,49.5,12,42.9,,77.3
SA321204,Statistical Area Level 3 (SA3),Dandenong,2022,Females,665,"96,005",692.7,444.8,0.96,162,24.4,152.5,"2,337",26.7,78,48.1,76.1,84.9
LGA44060,Local Government Area (LGA),Marion,2022,Females,434,"50,209",863.4,488.8,1.06,107,24.8,184.9,"1,805",39.7,45,41.6,82.6,86.3
SA4119,Statistical Area Level 4 (SA4),Sydney - Inner South West,2021,Persons,"3,778","607,516",621.9,456.6,0.9,"1,019",27.0,159.0,"15,495",27.5,450,44.2,70.8,84.0
SA320601,Statistical Area Level 3 (SA3),Brunswick - Coburg,2021,Females,249,"47,081",528.9,413.9,0.97,59,23.7,141.1,"1,199",27.3,28,47.5,64.9,86.1
LGA32260,Local Government Area (LGA),Cassowary Coast,2023,Persons,282,"29,944",941.9,607.2,1.18,125,44.4,326.6,"2,228",82.6,73,57.9,205.2,77.6
LGA11750,Local Government Area (LGA),Cobar,2020,Females,20,"2,055",957.4,,,7,35.0,,117,62.0,6,,,84.0
LGA31900,Local Government Area (LGA),Burdekin,2023,Persons,175,"17,026",1030.1,581.6,1.13,60,34.4,271.9,"1,041",68.8,32,53.4,151.3,80.7
SA311601,Statistical Area Level 3 (SA3),Blacktown,2019,Females,367,"71,824",511.0,452.1,1.03,129,35.1,178.1,"2,358",34.9,56,43.4,78.0,81.9
LGA40910,Local Government Area (LGA),Campbelltown (SA),2021,Males,242,"26,891",898.6,555.1,0.93,54,22.2,184.5,657,27.0,24,44.5,84.5,84.4
SA321003,Statistical Area Level 3 (SA3),Moreland - North,2020,Persons,662,"84,021",787.9,537.6,1.09,155,23.4,216.8,"2,764",35.9,69,44.5,95.7,85.4
LGA34860,Local Government Area (LGA),Maranoa,2019,Males,55,"6,509",845.0,783.6,1.27,24,43.6,311.1,345,56.2,11,45.8,,76.8
SA312702,Statistical Area Level 3 (SA3),Fairfield,2020,Persons,"1,084","198,451",546.2,451.6,0.92,361,33.3,165.4,"6,326",34.1,158,43.8,75.6,81.5
SA4510,Statistical Area Level 4 (SA4),Western Australia - Outback (North),2021,Males,194,"51,945",373.5,792.6,1.33,160,82.5,380.5,"3,516",68.4,91,56.9,208.6,60.5
SA321302,Statistical Area Level 3 (SA3),Hobsons Bay,2022,Females,316,"44,662",707.5,430.5,0.93,71,22.5,138.0,996,24.4,32,45.1,65.0,85.8
SA4213,Statistical Area Level 4 (SA4),Melbourne - West,2022,Persons,"4,344","886,794",489.9,566.6,1.03,"1,736",40.0,214.4,"32,066",37.8,831,47.9,101.7,79.2
LGA18450,Local Government Area (LGA),Wollongong,2022,Males,998,"107,746",926.2,693.5,1.07,326,32.7,271.3,"4,735",47.7,148,45.4,125.2,81.4
LGA54970,Local Government Area (LGA),Laverton,2019,Females,3,564,539.7,,,3,,,70,125.8,2,,,
LGA22310,Local Government Area (LGA),Glen Eira,2022,Males,497,"73,968",671.9,557.1,0.86,123,24.7,161.2,"1,906",27.6,60,48.8,77.7,84.2
SA320601,Statistical Area Level 3 (SA3),Brunswick - Coburg,2019,Males,253,"46,249",547.0,577.1,0.93,83,32.8,217.5,"1,370",31.2,46,55.4,118.1,81.9
LGA10650,Local Government Area (LGA),Berrigan,2019,Persons,109,"8,788",1240.2,600.0,1.15,31,28.5,230.9,403,52.4,13,42.9,,81.3
LGA16400,Local Government Area (LGA),Port Stephens,2021,Females,317,"37,849",836.6,440.1,1.03,89,28.2,154.8,"1,088",32.4,42,46.6,75.2,84.3
SA321004,Statistical Area Level 3 (SA3),Sunbury,2020,Females,109,"22,827",477.5,418.7,1.02,33,30.3,135.7,635,29.5,15,45.5,,84.1
LGA41140,Local Government Area (LGA),Clare and Gilbert Valleys,2021,Females,44,"4,685",946.8,517.6,1.21,8,18.3,,171,41.2,4,,,86.0
LGA51190,Local Government Area (LGA),Bunbury,2019,Males,145,"16,264",892.9,688.1,1.11,62,43.0,325.7,991,65.6,34,54.1,186.2,78.4
SA360102,Statistical Area Level 3 (SA3),Hobart - North East,2019,Females,240,"29,075",825.5,432.9,0.99,48,20.0,126.7,591,22.6,21,43.8,53.6,86.9
LGA35010,Local Government Area (LGA),Moreton Bay,2021,Males,"1,724","238,539",722.7,627.1,1.05,736,42.7,272.1,"11,284",50.7,358,48.6,138.0,77.8
LGA45120,Local Government Area (LGA),Northern Areas,2021,Males,26,"2,386",1082.9,652.8,1.09,12,46.2,,140,65.0,8,66.7,,77.0
LGA53360,Local Government Area (LGA),Exmouth,2021,Females,4,"1,544",258.1,,,2,,,36,24.1,1,,,
SA380110,Statistical Area Level 3 (SA3),Molonglo,2023,Persons,10,"14,253",70.2,,,8,80.0,,248,17.6,2,,,45.5
LGA44830,Local Government Area (LGA),Mount Remarkable,2020,Males,19,"1,477",1269.6,,,10,54.3,,185,140.7,6,57.9,,72.3
LGA57700,Local Government Area (LGA),Serpentine-Jarrahdale,2021,Males,68,"16,779",404.1,589.5,0.99,32,47.0,203.6,699,43.2,21,65.6,136.8,77.3
LGA62610,Local Government Area (LGA),Glenorchy,2022,Females,241,"25,777",934.3,581.6,1.26,75,31.1,260.6,"1,123",48.3,39,52.1,138.3,82.4
SA330301,Statistical Area Level 3 (SA3),Carindale,2019,Males,142,"26,417",537.5,537.6,0.87,57,40.1,220.9,820,32.8,27,47.4,104.5,79.3
LGA58570,Local Government Area (LGA),Vincent,2020,Males,94,"19,036",491.3,565.7,0.97,39,42.1,219.8,647,35.5,29,72.5,156.7,77.5
LGA24600,Local Government Area (LGA),Melbourne,2022,Females,214,"80,485",265.9,429.6,0.93,76,35.5,166.3,"1,640",21.0,45,59.2,97.4,82.0
SA370204,Statistical Area Level 3 (SA3),East Arnhem,2020,Males,20,"7,211",277.4,,,16,80.0,,494,68.9,7,43.8,,56.0
SA312301,Statistical Area Level 3 (SA3),Camden,2022,Males,187,"36,691",509.7,647.9,1.0,70,37.4,211.2,"1,189",33.8,38,54.3,113.5,79.3
PHN306,Primary Health Network (PHN),"Central Queensland, Wide Bay, Sunshine Coast",2019,Males,"3,814","435,449",876.0,632.1,1.02,"1,486",39.0,260.6,"20,957",52.4,767,51.6,141.9,79.0
LGA32310,Local Government Area (LGA),Charters Towers,2022,Persons,104,"11,979",868.2,580.1,1.06,36,34.6,251.5,531,48.9,24,66.7,176.7,79.3
GCC3RQLD,Greater Capital City Statistical Areas (GCCSA),Rest of Qld,2021,Males,"10,353","1,313,258",788.3,624.8,1.05,"4,230",40.9,270.3,"67,738",55.7,"2,184",51.6,146.4,78.3
LGA44620,Local Government Area (LGA),Mount Gambier,2020,Females,106,"14,013",754.1,443.6,1.08,27,25.3,162.4,395,31.3,9,34.5,,83.6
LGA14900,Local Government Area (LGA),Liverpool,2019,Males,528,"113,460",465.2,599.9,0.97,273,51.7,265.5,"5,122",46.9,135,49.4,131.2,74.3
SA380107,Statistical Area Level 3 (SA3),Tuggeranong,2022,Females,257,"45,123",569.6,445.3,0.97,95,37.0,171.9,"1,437",34.2,40,42.1,78.8,81.4
LGA40220,Local Government Area (LGA),Alexandrina,2021,Persons,267,"29,253",911.1,429.9,0.85,62,23.3,142.1,934,37.0,33,52.6,77.2,84.1
SA340403,Statistical Area Level 3 (SA3),West Torrens,2019,Males,274,"31,841",860.5,617.7,1.0,84,30.7,263.4,"1,471",50.1,46,54.8,146.6,83.1
LGA30900,Local Government Area (LGA),Boulia,2023,Females,1,237,631.8,,,1,,,7,32.9,1,,,
GCC5RWAU,Greater Capital City Statistical Areas (GCCSA),Rest of WA,2023,Males,"2,225","293,093",759.1,639.5,1.06,"1,048",47.1,310.8,"18,531",68.0,586,55.9,182.6,76.2
LGA51540,Local Government Area (LGA),Carnarvon,2020,Persons,45,"5,502",820.3,802.5,1.63,26,58.5,442.3,513,98.7,17,65.0,,71.3
SA320505,Statistical Area Level 3 (SA3),Wellington,2019,Females,170,"21,921",775.5,465.2,1.06,43,25.3,149.4,566,28.4,23,53.5,80.3,84.9
SA321101,Statistical Area Level 3 (SA3),Knox,2019,Females,492,"82,851",593.8,407.3,0.93,121,24.6,126.2,"1,871",24.5,58,47.9,61.8,84.5
SA312203,Statistical Area Level 3 (SA3),Warringah,2020,Persons,"1,060","159,502",664.6,426.1,0.87,227,21.4,133.2,"3,225",22.1,116,51.1,69.2,86.2
LGA55390,Local Government Area (LGA),Menzies,2023,Females,1,220,392.5,,,1,,,24,110.0,1,,,
SA4313,Statistical Area Level 4 (SA4),Moreton Bay - North,2020,Males,"1,070","129,342",827.3,615.1,1.06,435,40.7,274.6,"6,917",58.2,231,53.1,154.1,78.7
SA330204,Statistical Area Level 3 (SA3),Sandgate,2021,Males,264,"30,301",871.3,755.2,1.26,112,42.4,337.6,"1,714",60.4,59,52.7,183.5,78.5
LGA46670,Local Government Area (LGA),Renmark Paringa,2020,Females,31,"4,881",635.1,343.0,0.84,7,22.6,,83,19.0,3,,,83.5
PHN888,Primary Health Network (PHN),Unknown/missing,2023,Persons,765,,,,,,,,,,,,,
LGA12160,Local Government Area (LGA),Cootamundra-Gundagai Regional,2020,Persons,128,"11,392",1122.0,583.8,1.19,38,29.7,252.6,510,51.2,16,42.1,,83.0
LGA45090,Local Government Area (LGA),Naracoorte Lucindale,2022,Persons,70,"8,918",784.9,499.3,0.91,21,30.0,198.6,306,37.8,13,61.9,,81.8
LGA47290,Local Government Area (LGA),Southern Mallee,2023,Females,11,932,1158.7,,,1,12.6,,8,9.5,0,,,85.0
LGA17150,Local Government Area (LGA),Sutherland Shire,2021,Persons,"1,653","230,996",715.6,445.1,0.88,400,24.2,144.5,"5,302",25.1,185,46.3,68.4,85.6
LGA30760,Local Government Area (LGA),Blackall Tambo,2023,Persons,22,"1,966",1114.1,663.3,1.29,5,24.1,,90,51.0,3,,,83.0
LGA53150,Local Government Area (LGA),East Fremantle,2023,Females,31,"4,307",719.8,416.7,0.97,6,19.4,,68,17.4,1,,,84.5
SA330204,Statistical Area Level 3 (SA3),Sandgate,2022,Females,250,"32,027",780.6,468.3,1.02,50,20.0,134.0,677,23.3,18,36.0,,85.7
LGA60210,Local Government Area (LGA),Break O'Day,2023,Males,53,"3,683",1441.4,749.2,1.24,20,37.7,300.6,237,74.4,14,69.9,,78.7
SA340502,Statistical Area Level 3 (SA3),Lower North,2022,Persons,265,"23,199",1142.3,620.5,1.13,67,25.3,193.8,907,43.9,38,56.7,117.2,83.7
LGA17040,Local Government Area (LGA),Snowy Monaro Regional,2020,Females,60,"10,342",581.0,374.5,0.91,17,27.6,,298,31.6,7,44.0,,85.4
LGA15650,Local Government Area (LGA),Muswellbrook,2019,Males,64,"8,591",745.0,829.5,1.34,33,51.6,372.5,446,54.4,14,42.4,,74.5
LGA17650,Local Government Area (LGA),Uralla,2023,Females,20,"3,079",652.9,421.5,0.98,6,29.1,,101,36.0,1,,,85.5
SA312101,Statistical Area Level 3 (SA3),Chatswood - Lane Cove,2019,Males,298,"58,905",505.9,480.8,0.78,91,30.5,155.5,"1,523",27.3,43,47.3,74.3,82.4
LGA57910,Local Government Area (LGA),Stirling,2019,Persons,"1,441","227,386",633.6,450.7,0.86,401,27.8,168.6,"6,719",32.1,200,49.8,85.9,84.1
PHN206,Primary Health Network (PHN),Western Victoria,2022,Males,"3,303","344,549",958.6,681.5,1.05,"1,184",35.8,277.1,"16,769",53.2,592,50.0,145.0,80.0
REM1,Remoteness area,Major Cities of Australia,2022,Males,"64,563","9,294,893",694.6,622.8,0.96,"23,106",35.8,240.9,"374,722",43.0,"11,119",48.1,117.4,80.3
LGA74560,Local Government Area (LGA),Wagait,2019,Females,1,217,410.0,,,1,,,12,57.4,0,,,
LGA17200,Local Government Area (LGA),Sydney,2023,Males,482,"121,473",396.6,546.8,0.9,272,56.4,287.1,"4,313",36.8,143,52.8,150.7,71.9
GCC6GHOB,Greater Capital City Statistical Areas (GCCSA),Greater Hobart,2020,Males,955,"120,544",792.2,651.8,1.12,404,42.3,295.6,"6,801",60.6,216,53.5,160.8,77.7
PHN402,Primary Health Network (PHN),Country SA,2020,Males,"2,364","259,869",909.7,629.6,1.08,950,40.2,281.9,"14,380",60.6,498,52.4,156.0,78.8
LGA58890,Local Government Area (LGA),West Arthur,2020,Persons,6,793,709.2,,,1,,,19,26.0,1,,,
SA350902,Statistical Area Level 3 (SA3),Wheat Belt - North,2023,Persons,503,"59,501",845.4,543.8,1.06,212,42.1,266.0,"3,060",56.9,113,53.3,154.7,77.6
SA360403,Statistical Area Level 3 (SA3),West Coast,2023,Males,82,"9,622",852.2,659.1,1.09,37,45.1,314.1,736,83.2,13,35.1,,77.2
LGA65010,Local Government Area (LGA),Southern Midlands,2021,Persons,51,"6,831",745.0,580.3,1.14,34,66.7,363.6,455,71.2,13,38.2,,71.8
LGA64210,Local Government Area (LGA),Meander Valley,2020,Persons,150,"20,606",725.6,435.8,0.89,55,36.6,173.5,525,28.1,26,47.2,86.7,79.4
SA330908,Statistical Area Level 3 (SA3),Robina,2021,Persons,455,"54,628",832.9,530.0,1.04,100,22.0,164.4,"1,441",28.9,43,43.0,72.7,86.2
SA360106,Statistical Area Level 3 (SA3),Sorell - Dodges Ferry,2023,Males,76,"9,591",792.4,589.8,0.98,29,38.2,237.7,411,46.7,18,62.1,,79.3
LGA22910,Local Government Area (LGA),Hepburn,2021,Females,61,"8,299",733.3,371.0,0.87,19,31.6,,207,27.9,6,29.2,,84.4
SA321303,Statistical Area Level 3 (SA3),Maribyrnong,2022,Males,259,"44,217",585.7,732.3,1.13,110,42.5,274.7,"2,029",47.7,60,54.5,146.3,77.5
SA4801,Statistical Area Level 4 (SA4),Australian Capital Territory,2022,Persons,"2,558","456,915",559.8,517.7,0.94,850,33.2,188.7,"14,229",33.1,410,48.2,91.8,81.8
LGA57080,Local Government Area (LGA),Perth,2022,Males,87,"16,300",534.3,582.0,0.9,54,62.2,345.7,965,62.2,30,55.9,189.2,70.6
LGA57840,Local Government Area (LGA),South Perth,2021,Persons,379,"44,948",842.7,503.0,0.99,74,19.5,130.5,869,21.1,34,45.9,62.4,87.0
LGA43790,Local Government Area (LGA),Loxton Waikerie,2021,Persons,125,"11,908",1049.8,559.6,1.1,37,29.5,207.1,488,46.0,16,43.8,,68.5
LGA46090,Local Government Area (LGA),Port Augusta,2021,Persons,119,"14,455",825.1,678.3,1.34,52,43.9,328.2,860,64.1,34,64.2,211.1,77.3
SA310104,Statistical Area Level 3 (SA3),South Coast,2020,Persons,833,"75,539",1102.7,558.4,1.14,273,32.8,239.3,"3,520",53.0,150,54.9,143.9,81.7
STE05,State and territory,South Australia,2019,Females,"6,826","893,901",763.6,442.9,1.01,"1,671",24.5,155.3,"24,953",30.8,766,45.8,73.5,85.9
