mort,category,geography,YEAR,SEX,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
LGA26080,Local Government Area (LGA),Queenscliffe,2023,Males,24,"1,597",1490.3,420.3,0.7,6,25.0,,36,28.9,4,,,81.5
LGA26170,Local Government Area (LGA),South Gippsland,2019,Males,135,"14,871",909.5,596.9,0.97,59,43.4,294.3,922,68.4,30,50.8,163.4,76.9
LGA26170,Local Government Area (LGA),South Gippsland,2020,Males,155,"15,059",1028.6,630.2,1.08,58,37.3,253.9,848,62.4,34,58.5,153.0,79.7
LGA26170,Local Government Area (LGA),South Gippsland,2021,Males,132,"15,124",872.8,498.2,0.83,45,33.9,178.4,502,37.0,23,51.1,93.8,80.7
LGA26170,Local Government Area (LGA),South Gippsland,2022,Males,174,"15,320",1134.9,625.6,0.97,74,42.3,291.8,862,63.3,34,45.9,130.8,78.5
LGA26170,Local Government Area (LGA),South Gippsland,2023,Males,169,"15,366",1096.6,638.0,1.06,65,38.3,297.6,888,65.4,37,56.9,196.1,80.2
LGA26260,Local Government Area (LGA),Southern Grampians,2019,Males,92,"8,059",1138.7,720.0,1.17,33,35.9,303.6,457,62.4,11,33.2,,79.0
LGA26260,Local Government Area (LGA),Southern Grampians,2020,Males,78,"8,129",956.4,578.7,0.99,30,38.4,259.2,349,47.4,18,59.9,,79.3
LGA26260,Local Government Area (LGA),Southern Grampians,2021,Males,103,"8,111",1263.9,729.5,1.22,33,32.0,260.9,375,51.5,18,54.5,,82.8
LGA26260,Local Government Area (LGA),Southern Grampians,2022,Males,97,"8,078",1198.8,722.3,1.12,37,38.1,344.4,581,80.6,25,67.6,227.4,78.8
LGA26260,Local Government Area (LGA),Southern Grampians,2023,Males,87,"8,097",1071.0,652.5,1.08,36,41.3,350.9,637,88.5,20,55.5,,77.9
LGA26350,Local Government Area (LGA),Stonnington,2019,Males,332,"54,707",606.9,510.1,0.83,97,29.2,178.3,"1,352",26.4,54,55.7,97.7,84.3
LGA26350,Local Government Area (LGA),Stonnington,2020,Males,319,"54,096",589.7,485.4,0.83,101,31.7,183.8,"1,327",26.3,53,52.5,95.2,82.7
LGA26350,Local Government Area (LGA),Stonnington,2021,Males,328,"50,938",643.9,515.2,0.86,97,29.6,196.7,"1,488",31.5,47,48.5,98.1,82.7
LGA26350,Local Government Area (LGA),Stonnington,2022,Males,380,"51,043",744.5,585.0,0.9,107,28.2,213.0,"1,615",34.2,49,45.8,98.5,83.1
LGA26350,Local Government Area (LGA),Stonnington,2023,Males,302,"53,378",565.8,460.2,0.76,95,31.5,194.4,"1,827",37.1,47,49.5,97.4,82.2
LGA26430,Local Government Area (LGA),Strathbogie,2019,Males,58,"5,448",1063.1,508.6,0.82,27,46.6,250.2,210,43.4,14,51.9,,76.3
LGA26430,Local Government Area (LGA),Strathbogie,2020,Males,79,"5,565",1418.2,702.6,1.21,14,17.8,,196,40.1,8,57.1,,85.1
LGA26430,Local Government Area (LGA),Strathbogie,2021,Males,82,"5,664",1446.4,778.1,1.3,30,36.6,371.1,391,78.6,16,53.3,,79.0
LGA26430,Local Government Area (LGA),Strathbogie,2022,Males,71,"5,736",1236.6,572.1,0.88,26,36.6,234.0,242,48.3,13,50.0,,79.4
LGA26430,Local Government Area (LGA),Strathbogie,2023,Males,80,"5,775",1383.4,639.6,1.06,26,32.5,241.0,280,56.0,5,19.3,,82.0
LGA26490,Local Government Area (LGA),Surf Coast,2019,Males,92,"17,030",541.9,486.7,0.79,32,34.8,158.0,510,31.9,20,62.4,101.5,80.5
LGA26490,Local Government Area (LGA),Surf Coast,2020,Males,97,"17,808",547.0,479.6,0.82,37,38.3,179.7,684,41.1,21,56.9,115.5,79.7
LGA26490,Local Government Area (LGA),Surf Coast,2021,Males,110,"18,680",591.2,497.8,0.83,33,30.0,139.6,478,27.5,11,33.5,,82.2
LGA26490,Local Government Area (LGA),Surf Coast,2022,Males,122,"19,241",631.8,503.0,0.78,39,32.3,155.1,528,29.6,22,56.4,85.8,81.3
LGA26490,Local Government Area (LGA),Surf Coast,2023,Males,121,"19,611",615.1,465.8,0.77,40,33.4,153.8,541,29.9,19,47.6,,80.5
LGA26610,Local Government Area (LGA),Swan Hill,2019,Males,110,"10,767",1021.2,800.9,1.3,41,37.3,338.0,684,68.5,23,56.1,202.4,80.5
LGA26610,Local Government Area (LGA),Swan Hill,2020,Males,91,"10,798",842.4,660.2,1.13,34,37.4,277.3,843,84.3,22,64.7,172.8,79.8
LGA26610,Local Government Area (LGA),Swan Hill,2021,Males,97,"10,764",900.7,672.9,1.13,36,37.1,255.8,470,47.1,18,50.0,,77.8
LGA26610,Local Government Area (LGA),Swan Hill,2022,Males,119,"10,724",1109.2,812.3,1.26,44,37.0,324.9,642,64.8,30,68.2,232.8,77.8
LGA26610,Local Government Area (LGA),Swan Hill,2023,Males,115,"10,710",1073.3,800.4,1.32,43,37.4,355.3,701,71.0,18,41.9,,80.1
LGA26670,Local Government Area (LGA),Towong,2019,Males,37,"3,162",1173.0,736.5,1.19,15,40.5,,233,82.2,7,46.7,,79.8
LGA26670,Local Government Area (LGA),Towong,2020,Males,29,"3,165",919.3,615.7,1.06,14,48.2,,306,108.4,8,57.1,,75.5
LGA26670,Local Government Area (LGA),Towong,2021,Males,41,"3,167",1297.5,724.6,1.21,14,34.2,,232,82.6,5,35.8,,81.7
LGA26670,Local Government Area (LGA),Towong,2022,Males,28,"3,182",883.0,479.3,0.74,12,42.8,,183,65.3,5,41.7,,82.0
LGA26670,Local Government Area (LGA),Towong,2023,Males,31,"3,203",971.5,468.1,0.77,10,32.3,,131,46.7,7,69.9,,80.2
LGA26700,Local Government Area (LGA),Wangaratta,2019,Males,135,"14,310",943.4,603.7,0.98,52,38.5,278.0,678,52.2,23,44.2,136.4,80.1
LGA26700,Local Government Area (LGA),Wangaratta,2020,Males,150,"14,339",1046.1,666.9,1.14,63,42.0,331.6,922,71.0,29,46.0,153.4,77.6
LGA26700,Local Government Area (LGA),Wangaratta,2021,Males,128,"14,436",886.7,529.4,0.89,43,33.6,214.8,555,42.7,19,44.2,,81.8
LGA26700,Local Government Area (LGA),Wangaratta,2022,Males,164,"14,471",1133.3,673.0,1.04,64,39.0,320.8,781,60.3,33,51.6,183.6,80.3
LGA26700,Local Government Area (LGA),Wangaratta,2023,Males,174,"14,534",1197.2,708.1,1.17,57,32.8,303.9,947,73.0,33,57.9,197.4,80.3
LGA26730,Local Government Area (LGA),Warrnambool,2019,Males,154,"17,018",906.8,689.2,1.12,58,37.8,292.0,896,56.9,31,52.6,160.4,79.0
LGA26730,Local Government Area (LGA),Warrnambool,2020,Males,133,"17,156",773.4,579.2,0.99,49,36.6,237.1,594,37.6,29,59.2,146.5,80.3
LGA26730,Local Government Area (LGA),Warrnambool,2021,Males,166,"17,127",970.3,688.5,1.15,61,36.9,288.4,937,59.6,35,56.4,165.3,79.9
LGA26730,Local Government Area (LGA),Warrnambool,2022,Males,162,"17,201",944.0,668.4,1.03,53,32.3,263.4,875,55.7,25,47.1,127.4,80.7
LGA26730,Local Government Area (LGA),Warrnambool,2023,Males,155,"17,402",892.0,613.8,1.02,46,29.9,217.2,563,35.5,24,51.0,111.7,81.7
LGA26810,Local Government Area (LGA),Wellington,2019,Males,218,"22,709",961.3,720.0,1.17,94,43.2,318.2,"1,462",69.6,46,49.0,172.8,77.3
LGA26810,Local Government Area (LGA),Wellington,2020,Males,231,"22,892",1007.2,736.6,1.26,99,43.0,329.3,"1,407",66.6,49,49.5,174.9,77.0
LGA26810,Local Government Area (LGA),Wellington,2021,Males,235,"23,007",1019.7,729.3,1.22,98,41.9,311.3,"1,293",61.1,58,59.2,181.0,78.2
LGA26810,Local Government Area (LGA),Wellington,2022,Males,261,"23,152",1125.3,770.7,1.19,99,38.1,292.8,"1,196",56.5,49,49.4,155.5,78.7
LGA26810,Local Government Area (LGA),Wellington,2023,Males,262,"23,364",1119.5,770.3,1.27,93,35.7,285.4,"1,152",54.2,56,60.2,185.2,79.7
LGA26890,Local Government Area (LGA),West Wimmera,2019,Males,21,"2,042",1047.0,585.9,0.95,6,27.6,,71,39.2,4,,,81.1
LGA26890,Local Government Area (LGA),West Wimmera,2020,Males,19,"2,043",923.4,538.9,1.05,8,41.6,,135,74.8,4,,,79.0
LGA26890,Local Government Area (LGA),West Wimmera,2021,Males,22,"2,018",1087.6,567.8,0.95,8,35.9,,78,43.6,2,,,78.6
LGA26890,Local Government Area (LGA),West Wimmera,2022,Males,30,"1,999",1521.7,856.4,1.32,15,48.0,,215,122.5,10,66.1,,76.6
LGA26890,Local Government Area (LGA),West Wimmera,2023,Males,34,"1,998",1691.2,784.1,1.3,10,28.3,,96,55.0,5,,,85.2
LGA26980,Local Government Area (LGA),Whitehorse,2019,Males,548,"85,614",639.5,485.3,0.79,159,29.1,183.2,"2,709",34.2,77,48.1,86.4,82.9
LGA26980,Local Government Area (LGA),Whitehorse,2020,Males,542,"86,047",629.5,461.6,0.79,144,26.5,162.7,"2,304",29.0,70,48.6,79.7,83.7
LGA26980,Local Government Area (LGA),Whitehorse,2021,Males,585,"83,202",702.5,491.5,0.82,163,27.9,185.7,"2,245",29.3,71,43.2,80.8,84.7
LGA26980,Local Government Area (LGA),Whitehorse,2022,Males,643,"84,007",765.6,525.3,0.81,143,22.3,161.5,"2,035",26.3,72,50.0,81.7,85.4
LGA26980,Local Government Area (LGA),Whitehorse,2023,Males,565,"87,321",646.6,464.0,0.77,148,26.3,166.5,"2,156",26.8,63,42.4,73.4,84.4
LGA27070,Local Government Area (LGA),Whittlesea,2019,Males,597,"112,439",531.0,640.8,1.04,240,40.2,237.0,"3,847",35.8,113,47.1,110.9,78.9
LGA27070,Local Government Area (LGA),Whittlesea,2020,Males,578,"114,973",502.7,592.9,1.02,226,39.1,215.0,"3,956",36.1,110,48.7,104.2,79.4
LGA27070,Local Government Area (LGA),Whittlesea,2021,Males,601,"115,559",520.1,593.2,0.99,225,37.4,209.0,"3,926",35.7,106,47.1,99.5,79.0
LGA27070,Local Government Area (LGA),Whittlesea,2022,Males,653,"118,292",552.0,622.4,0.96,251,38.4,230.8,"4,369",38.8,110,43.8,101.3,78.9
LGA27070,Local Government Area (LGA),Whittlesea,2023,Males,650,"122,310",531.4,591.6,0.98,265,40.8,236.0,"4,907",42.2,120,45.3,106.0,78.5
LGA27170,Local Government Area (LGA),Wodonga,2019,Males,145,"20,751",698.8,670.9,1.09,63,43.4,298.6,"1,298",66.3,31,49.2,144.9,78.1
LGA27170,Local Government Area (LGA),Wodonga,2020,Males,160,"20,970",763.0,685.7,1.18,75,46.9,321.3,968,49.1,37,49.3,159.9,75.8
LGA27170,Local Government Area (LGA),Wodonga,2021,Males,164,"21,158",775.1,670.7,1.12,73,44.5,305.3,"1,190",60.1,30,41.1,128.0,78.8
LGA27170,Local Government Area (LGA),Wodonga,2022,Males,172,"21,398",803.8,689.7,1.07,65,37.8,284.0,"1,083",54.3,39,60.0,173.8,78.6
LGA27170,Local Government Area (LGA),Wodonga,2023,Males,140,"21,637",647.0,523.6,0.87,49,35.0,192.9,742,36.9,17,34.7,,81.3
LGA27260,Local Government Area (LGA),Wyndham,2019,Males,426,"138,938",306.7,599.1,0.97,235,55.1,226.4,"5,038",37.1,132,56.3,121.9,72.9
LGA27260,Local Government Area (LGA),Wyndham,2020,Males,465,"145,931",318.9,640.6,1.1,241,51.7,217.9,"5,423",38.0,131,54.5,113.8,74.2
LGA27260,Local Government Area (LGA),Wyndham,2021,Males,502,"150,287",334.3,656.6,1.1,278,55.3,261.5,"4,950",33.7,132,47.5,118.0,73.1
LGA27260,Local Government Area (LGA),Wyndham,2022,Males,560,"156,811",357.1,668.7,1.03,306,54.7,262.3,"6,760",44.2,148,48.3,121.2,72.8
LGA27260,Local Government Area (LGA),Wyndham,2023,Males,564,"164,476",343.0,640.1,1.06,289,51.2,235.7,"6,549",40.9,153,53.0,122.6,74.6
LGA27350,Local Government Area (LGA),Yarra,2019,Males,244,"47,419",515.0,649.8,1.05,111,45.4,265.4,"1,877",41.2,61,55.3,143.1,76.9
LGA27350,Local Government Area (LGA),Yarra,2020,Males,219,"47,517",461.6,573.2,0.98,108,49.3,255.5,"2,171",47.6,61,56.7,142.0,75.3
LGA27350,Local Government Area (LGA),Yarra,2021,Males,207,"44,955",461.2,542.4,0.91,105,50.6,254.3,"1,762",40.9,42,40.5,106.0,74.8
LGA27350,Local Government Area (LGA),Yarra,2022,Males,228,"45,321",503.0,588.4,0.91,105,46.0,250.4,"2,007",46.3,45,42.6,102.3,76.8
LGA27350,Local Government Area (LGA),Yarra,2023,Males,216,"47,944",451.0,541.2,0.9,93,43.1,220.0,"1,460",31.8,55,58.6,125.5,78.3
LGA27450,Local Government Area (LGA),Yarra Ranges,2019,Males,461,"79,012",583.2,544.0,0.88,207,44.8,229.3,"3,014",40.5,96,46.6,110.7,77.1
LGA27450,Local Government Area (LGA),Yarra Ranges,2020,Males,474,"79,083",598.8,540.2,0.93,207,43.8,226.4,"3,213",43.3,115,55.6,130.1,77.8
LGA27450,Local Government Area (LGA),Yarra Ranges,2021,Males,512,"78,229",654.6,576.5,0.97,213,41.6,231.1,"3,253",44.5,118,55.4,132.4,78.9
LGA27450,Local Government Area (LGA),Yarra Ranges,2022,Males,584,"78,204",746.7,636.0,0.98,223,38.1,240.2,"3,382",46.5,109,49.1,121.9,79.0
LGA27450,Local Government Area (LGA),Yarra Ranges,2023,Males,500,"78,640",635.5,528.3,0.87,195,39.0,216.3,"3,107",42.6,104,53.6,121.4,78.3
LGA27630,Local Government Area (LGA),Yarriambiack,2019,Males,49,"3,410",1446.6,753.2,1.22,17,34.7,,248,83.0,8,47.2,,79.7
LGA27630,Local Government Area (LGA),Yarriambiack,2020,Males,46,"3,391",1367.4,699.2,1.2,14,30.5,,216,72.6,9,64.1,,81.0
LGA27630,Local Government Area (LGA),Yarriambiack,2021,Males,53,"3,318",1605.8,896.5,1.5,20,37.8,481.9,317,109.2,8,40.0,,78.7
LGA27630,Local Government Area (LGA),Yarriambiack,2022,Males,57,"3,282",1748.9,891.2,1.38,16,28.2,,252,87.8,5,31.5,,80.9
LGA27630,Local Government Area (LGA),Yarriambiack,2023,Males,52,"3,257",1608.2,836.6,1.38,21,40.4,457.2,291,102.4,13,61.7,,78.0
LGA29399,Local Government Area (LGA),Unincorporated Vic,2019,Males,3,462,670.3,538.9,1.05,1,,,17,39.0,1,,,
LGA29399,Local Government Area (LGA),Unincorporated Vic,2020,Males,3,473,705.4,538.9,1.05,1,,,14,30.9,1,,,
LGA29399,Local Government Area (LGA),Unincorporated Vic,2021,Males,3,483,717.3,538.9,1.05,1,,,16,35.4,1,,,
LGA29399,Local Government Area (LGA),Unincorporated Vic,2022,Males,3,493,570.3,538.9,1.05,1,,,14,31.1,1,,,
LGA29399,Local Government Area (LGA),Unincorporated Vic,2023,Males,5,491,929.7,538.9,1.05,2,,,41,91.0,2,,,
LGA30250,Local Government Area (LGA),Aurukun,2019,Males,7,636,1100.6,538.9,1.05,6,,,163,257.5,5,,,
LGA30250,Local Government Area (LGA),Aurukun,2020,Males,4,577,693.2,538.9,1.05,4,,,98,170.7,4,,,
LGA30250,Local Government Area (LGA),Aurukun,2021,Males,2,536,373.1,538.9,1.05,1,,,35,65.7,0,,,
LGA30250,Local Government Area (LGA),Aurukun,2022,Males,5,522,957.9,538.9,1.05,5,,,132,256.3,2,,,
LGA30250,Local Government Area (LGA),Aurukun,2023,Males,4,530,754.7,538.9,1.05,4,,,80,153.0,2,,,
LGA30300,Local Government Area (LGA),Balonne,2019,Males,18,"2,220",810.8,538.9,1.05,8,44.4,,127,60.7,3,,,79.0
LGA30300,Local Government Area (LGA),Balonne,2020,Males,19,"2,217",857.0,538.9,1.05,6,31.6,,37,17.8,2,,,78.8
LGA30300,Local Government Area (LGA),Balonne,2021,Males,21,"2,200",954.5,895.7,1.5,10,47.6,,195,94.2,6,60.0,,75.3
LGA30300,Local Government Area (LGA),Balonne,2022,Males,22,"2,196",1001.8,910.1,1.41,7,31.8,,210,102.0,4,,,80.0
LGA30300,Local Government Area (LGA),Balonne,2023,Males,17,"2,215",767.5,538.9,1.05,9,52.9,,162,78.3,6,,,70.5
LGA30370,Local Government Area (LGA),Banana,2019,Males,51,"7,526",677.7,687.2,1.11,15,29.4,,377,53.2,8,53.3,,80.3
LGA30370,Local Government Area (LGA),Banana,2020,Males,48,"7,523",638.0,643.7,1.1,20,41.7,,410,58.1,12,60.0,,80.0
LGA30370,Local Government Area (LGA),Banana,2021,Males,56,"7,574",739.4,687.3,1.15,24,42.9,275.6,311,43.9,15,62.5,,77.3
LGA30370,Local Government Area (LGA),Banana,2022,Males,59,"7,622",774.1,642.9,0.99,29,49.2,313.4,411,57.9,18,62.1,,75.2
LGA30370,Local Government Area (LGA),Banana,2023,Males,60,"7,688",780.4,673.6,1.11,26,43.3,302.1,497,69.5,17,65.4,,78.0
LGA30410,Local Government Area (LGA),Barcaldine,2019,Males,18,"1,433",1285.8,538.9,1.05,10,51.6,,131,100.3,5,,,73.8
LGA30410,Local Government Area (LGA),Barcaldine,2020,Males,14,"1,427",1000.0,538.9,1.05,6,41.7,,66,51.2,4,,,77.0
LGA30410,Local Government Area (LGA),Barcaldine,2021,Males,15,"1,426",1083.8,538.9,1.05,6,38.5,,76,59.4,4,,,78.0
LGA30410,Local Government Area (LGA),Barcaldine,2022,Males,14,"1,430",955.9,538.9,1.05,7,47.8,,77,60.0,2,,,77.2
LGA30410,Local Government Area (LGA),Barcaldine,2023,Males,22,"1,447",1520.1,954.2,1.58,6,27.0,,122,94.4,4,,,82.8
LGA30450,Local Government Area (LGA),Barcoo,2019,Males,1,161,814.5,538.9,1.05,1,,,5,31.9,0,,,
LGA30450,Local Government Area (LGA),Barcoo,2020,Males,2,159,1376.1,538.9,1.05,1,,,20,132.1,1,,,
LGA30450,Local Government Area (LGA),Barcoo,2021,Males,2,157,1020.4,538.9,1.05,0,,,5,36.6,0,,,
LGA30450,Local Government Area (LGA),Barcoo,2022,Males,1,157,464.3,538.9,1.05,1,,,8,54.3,0,,,
LGA30450,Local Government Area (LGA),Barcoo,2023,Males,1,160,820.4,538.9,1.05,1,,,12,80.1,0,,,
LGA30760,Local Government Area (LGA),Blackall Tambo,2019,Males,13,978,1285.8,538.9,1.05,6,51.6,,89,100.3,3,,,73.8
LGA30760,Local Government Area (LGA),Blackall Tambo,2020,Males,10,973,1000.0,538.9,1.05,4,,,45,51.2,3,,,77.0
LGA30760,Local Government Area (LGA),Blackall Tambo,2021,Males,11,973,1083.8,538.9,1.05,4,38.5,,52,59.4,3,,,80.0
LGA30760,Local Government Area (LGA),Blackall Tambo,2022,Males,9,976,955.9,538.9,1.05,4,,,52,60.0,2,,,
LGA30760,Local Government Area (LGA),Blackall Tambo,2023,Males,15,987,1520.1,538.9,1.05,4,27.0,,83,94.4,2,,,82.8
LGA30900,Local Government Area (LGA),Boulia,2019,Males,2,236,814.5,538.9,1.05,1,,,7,31.9,1,,,
LGA30900,Local Government Area (LGA),Boulia,2020,Males,3,233,1376.1,538.9,1.05,2,,,29,132.1,1,,,
LGA30900,Local Government Area (LGA),Boulia,2021,Males,2,231,1020.4,538.9,1.05,1,,,8,36.6,0,,,
LGA30900,Local Government Area (LGA),Boulia,2022,Males,1,230,464.3,538.9,1.05,1,,,12,54.3,0,,,
LGA30900,Local Government Area (LGA),Boulia,2023,Males,2,235,820.4,538.9,1.05,1,,,17,80.1,1,,,
LGA31000,Local Government Area (LGA),Brisbane,2019,Males,"3,287","617,306",532.5,586.4,0.95,"1,327",40.4,226.9,"23,428",39.8,670,50.5,114.3,79.0
LGA31000,Local Government Area (LGA),Brisbane,2020,Males,"3,124","625,606",499.4,538.0,0.92,"1,272",40.7,214.0,"22,990",38.6,650,51.1,109.2,79.2
LGA31000,Local Government Area (LGA),Brisbane,2021,Males,"3,367","626,401",537.5,565.9,0.95,"1,300",38.6,216.2,"23,153",38.9,646,49.7,107.5,79.9
LGA31000,Local Government Area (LGA),Brisbane,2022,Males,"3,815","636,405",599.5,624.3,0.96,"1,383",36.3,228.1,"24,004",39.8,721,52.1,118.4,80.2
LGA31000,Local Government Area (LGA),Brisbane,2023,Males,"3,508","656,624",534.3,557.5,0.92,"1,234",35.2,200.9,"20,882",33.6,652,52.8,106.0,80.4
LGA31750,Local Government Area (LGA),Bulloo,2019,Males,2,170,923.3,538.9,1.05,1,,,19,117.4,0,,,
LGA31750,Local Government Area (LGA),Bulloo,2020,Males,2,169,927.9,538.9,1.05,1,,,29,186.2,0,,,
LGA31750,Local Government Area (LGA),Bulloo,2021,Males,1,169,854.1,538.9,1.05,0,,,17,110.9,0,,,
LGA31750,Local Government Area (LGA),Bulloo,2022,Males,1,169,571.4,538.9,1.05,0,,,12,75.9,0,,,
LGA31750,Local Government Area (LGA),Bulloo,2023,Males,2,172,983.1,538.9,1.05,1,,,12,77.0,0,,,
LGA31820,Local Government Area (LGA),Bundaberg,2019,Males,526,"48,384",1087.1,692.6,1.12,207,39.4,315.3,"2,944",67.6,105,50.7,174.5,78.2
LGA31820,Local Government Area (LGA),Bundaberg,2020,Males,504,"48,880",1031.1,646.0,1.11,186,36.9,286.1,"2,800",64.0,91,48.9,154.0,79.7
LGA31820,Local Government Area (LGA),Bundaberg,2021,Males,582,"49,496",1175.9,712.1,1.19,224,38.5,336.2,"3,246",73.6,116,51.8,188.4,78.9
LGA31820,Local Government Area (LGA),Bundaberg,2022,Males,620,"50,395",1230.3,697.7,1.08,200,32.3,273.9,"2,544",57.0,102,51.0,157.2,80.3
LGA31820,Local Government Area (LGA),Bundaberg,2023,Males,597,"51,300",1163.7,687.6,1.14,229,38.4,343.6,"3,574",79.0,119,52.0,198.8,78.6
LGA31900,Local Government Area (LGA),Burdekin,2019,Males,99,"8,678",1143.0,820.8,1.33,35,35.4,335.5,615,77.8,18,51.5,,78.4
LGA31900,Local Government Area (LGA),Burdekin,2020,Males,81,"8,640",939.5,637.8,1.09,35,43.2,306.1,479,61.1,20,57.1,188.0,76.3
LGA31900,Local Government Area (LGA),Burdekin,2021,Males,93,"8,606",1082.1,742.9,1.24,41,44.1,385.9,666,85.3,20,48.8,214.7,77.5
LGA31900,Local Government Area (LGA),Burdekin,2022,Males,83,"8,626",964.4,599.4,0.93,37,44.6,305.5,456,58.5,15,40.5,,77.8
LGA31900,Local Government Area (LGA),Burdekin,2023,Males,92,"8,708",1059.6,675.2,1.12,41,44.6,372.8,741,94.6,23,56.2,217.5,77.9
LGA31950,Local Government Area (LGA),Burke,2019,Males,1,225,604.9,538.9,1.05,1,,,23,105.4,1,,,
LGA31950,Local Government Area (LGA),Burke,2020,Males,1,225,529.7,538.9,1.05,1,,,17,77.6,1,,,
LGA31950,Local Government Area (LGA),Burke,2021,Males,2,225,718.1,538.9,1.05,1,,,22,99.8,1,,,
LGA31950,Local Government Area (LGA),Burke,2022,Males,2,226,754.4,538.9,1.05,1,,,25,116.0,1,,,
LGA31950,Local Government Area (LGA),Burke,2023,Males,2,228,783.6,538.9,1.05,1,,,24,107.7,1,,,
LGA32080,Local Government Area (LGA),Cairns,2019,Males,572,"82,996",689.3,707.4,1.15,313,54.6,332.2,"5,207",65.9,169,53.9,184.7,73.5
LGA32080,Local Government Area (LGA),Cairns,2020,Males,561,"83,755",670.1,670.6,1.15,287,51.1,304.7,"5,133",64.6,140,48.7,152.6,74.1
LGA32080,Local Government Area (LGA),Cairns,2021,Males,607,"83,954",723.4,698.8,1.17,294,48.5,308.7,"5,132",64.7,125,42.3,136.2,75.5
LGA32080,Local Government Area (LGA),Cairns,2022,Males,676,"85,281",792.1,732.2,1.13,328,48.6,334.5,"5,624",70.1,156,47.4,163.6,75.4
LGA32080,Local Government Area (LGA),Cairns,2023,Males,602,"86,802",693.2,626.0,1.04,281,46.7,277.2,"3,990",49.0,133,47.2,136.8,76.3
LGA32250,Local Government Area (LGA),Carpentaria,2019,Males,7,"1,120",604.9,538.9,1.05,4,,,115,105.4,3,,,
LGA32250,Local Government Area (LGA),Carpentaria,2020,Males,6,"1,119",529.7,538.9,1.05,5,,,84,77.6,3,,,
LGA32250,Local Government Area (LGA),Carpentaria,2021,Males,8,"1,120",718.1,538.9,1.05,6,,,108,99.8,3,,,
LGA32250,Local Government Area (LGA),Carpentaria,2022,Males,8,"1,122",754.4,538.9,1.05,6,,,126,116.0,3,,,
LGA32250,Local Government Area (LGA),Carpentaria,2023,Males,9,"1,134",783.6,538.9,1.05,7,,,118,107.7,4,,,
LGA32260,Local Government Area (LGA),Cassowary Coast,2019,Males,160,"15,189",1052.8,738.3,1.2,62,39.0,302.6,885,63.6,31,50.3,167.7,79.3
LGA32260,Local Government Area (LGA),Cassowary Coast,2020,Males,153,"15,223",1007.6,700.6,1.2,64,41.6,322.9,937,67.4,36,56.5,181.3,78.2
LGA32260,Local Government Area (LGA),Cassowary Coast,2021,Males,162,"15,202",1063.6,707.5,1.19,64,39.3,308.0,939,67.8,29,46.2,153.1,78.5
LGA32260,Local Government Area (LGA),Cassowary Coast,2022,Males,200,"15,237",1315.6,890.7,1.38,93,46.2,457.1,"1,518",109.7,51,55.3,274.9,77.1
LGA32260,Local Government Area (LGA),Cassowary Coast,2023,Males,172,"15,389",1119.5,748.5,1.24,93,54.1,456.5,"1,561",112.2,56,60.5,314.7,74.0
LGA32270,Local Government Area (LGA),Central Highlands (Qld),2019,Males,75,"14,941",504.9,836.0,1.35,42,55.5,302.7,887,61.1,23,54.3,163.7,71.4
LGA32270,Local Government Area (LGA),Central Highlands (Qld),2020,Males,70,"14,914",469.5,649.7,1.11,49,70.2,374.0,"1,053",72.7,28,57.3,218.8,67.8
LGA32270,Local Government Area (LGA),Central Highlands (Qld),2021,Males,73,"14,783",492.0,756.3,1.27,43,58.6,312.1,824,57.5,26,61.1,187.1,72.2
LGA32270,Local Government Area (LGA),Central Highlands (Qld),2022,Males,81,"14,864",542.2,856.9,1.32,38,47.7,263.3,750,52.2,24,63.2,157.2,76.0
LGA32270,Local Government Area (LGA),Central Highlands (Qld),2023,Males,75,"15,074",499.5,691.7,1.14,41,54.5,267.4,694,47.7,30,72.1,193.0,71.8
LGA32310,Local Government Area (LGA),Charters Towers,2019,Males,48,"5,955",806.0,616.7,1.0,21,43.8,299.0,369,67.4,13,61.9,,78.0
LGA32310,Local Government Area (LGA),Charters Towers,2020,Males,61,"5,968",1022.1,726.3,1.25,28,45.9,371.3,306,56.1,12,42.9,,77.1
LGA32310,Local Government Area (LGA),Charters Towers,2021,Males,72,"5,971",1205.8,866.7,1.45,27,37.5,414.1,514,94.8,17,63.0,,79.3
LGA32310,Local Government Area (LGA),Charters Towers,2022,Males,59,"6,008",982.0,673.8,1.04,25,42.4,348.0,354,65.1,15,60.0,,76.3
LGA32310,Local Government Area (LGA),Charters Towers,2023,Males,62,"6,019",1030.1,661.3,1.09,20,32.3,266.2,274,50.5,9,45.0,,79.3
LGA32330,Local Government Area (LGA),Cherbourg,2019,Males,8,598,1296.0,538.9,1.05,4,,,74,137.9,2,,,
LGA32330,Local Government Area (LGA),Cherbourg,2020,Males,7,597,1194.2,538.9,1.05,4,,,72,134.5,2,,,
LGA32330,Local Government Area (LGA),Cherbourg,2021,Males,7,605,1095.9,538.9,1.05,3,,,65,120.2,2,,,
LGA32330,Local Government Area (LGA),Cherbourg,2022,Males,11,612,1797.8,538.9,1.05,5,46.6,,73,134.7,3,,,75.8
LGA32330,Local Government Area (LGA),Cherbourg,2023,Males,8,614,1221.7,538.9,1.05,4,,,75,139.7,2,,,
